Date,Open,High,Low,Close,Adj Close,Volume
2014-08-31,36.580002,38.580002,34.259998,35.939999,31.910383,133387078
2014-09-30,36.049999,37.740002,30.100000,37.740002,33.508564,224213864
2014-10-31,37.669998,41.900002,37.459999,41.080002,36.474087,175379518
2014-11-30,41.080002,43.410000,38.459999,42.439999,37.681599,191444333
2014-12-31,42.439999,45.700001,39.240002,45.599998,40.487301,166360208
2015-01-31,45.639999,47.880001,43.310001,43.799999,38.889114,173254545
2015-02-28,44.160000,44.500000,40.000000,42.389999,37.637203,247204063
2015-03-31,42.189999,44.910000,35.270000,35.590000,31.599625,187879434
2015-04-30,35.590000,38.450001,34.770000,36.490002,32.398716,176668077
2015-05-31,37.060001,37.980000,32.910000,33.049999,30.161577,171204317
2015-06-30,33.250000,33.490002,30.150000,30.469999,27.807058,179538867
2015-07-31,30.469999,32.299999,25.139999,28.660000,26.155243,244101763
2015-08-31,28.629999,30.770000,26.590000,28.360001,25.881462,185779146
2015-09-30,28.580000,33.360001,28.250000,30.459999,27.797930,228325524
2015-10-31,30.059999,33.840000,30.059999,33.599998,30.663509,144415957
2015-11-30,33.630001,33.919998,29.510000,33.130001,30.234589,161185233
2015-12-31,33.130001,33.130001,26.000000,28.680000,26.173496,168747773
2016-01-31,28.889999,35.000000,27.100000,34.669998,31.639994,210632807
2016-02-29,34.669998,36.250000,32.340000,34.070000,31.092434,177619547
2016-03-31,33.720001,35.480000,31.150000,35.029999,31.968534,155005731
2016-04-30,34.930000,34.970001,31.200001,33.349998,30.435356,112720821
2016-05-31,33.299999,33.450001,28.700001,30.320000,28.503607,122110211
2016-06-30,30.549999,36.349998,29.590000,36.029999,33.871536,123515754
2016-07-31,36.200001,37.549999,35.040001,35.419998,33.298077,94706826
2016-08-31,35.480000,36.080002,32.369999,34.450001,32.386189,118969491
2016-09-30,34.599998,37.389999,34.110001,36.950001,34.736423,116932372
2016-10-31,37.290001,40.900002,36.310001,40.139999,37.735313,159956707
2016-11-30,39.990002,43.220001,27.920000,41.299999,38.825825,116203455
2016-12-31,41.310001,152.750000,27.990000,46.990002,44.174950,163007551
2017-01-31,46.830002,50.650002,45.860001,47.470001,44.626194,125200395
2017-02-28,47.669998,54.000000,47.669998,49.860001,46.873013,164377204
2017-03-31,50.000000,53.650002,47.750000,49.000000,46.064537,112450230
2017-04-30,49.000000,49.590000,45.270000,45.529999,42.802414,132520455
2017-05-31,45.910000,47.279999,43.439999,46.279999,44.662140,115012100
2017-06-30,46.549999,53.200001,46.310001,50.750000,48.975880,131770069
2017-07-31,50.849998,56.150002,48.959999,56.000000,54.042347,140518545
2017-08-31,56.049999,59.099998,55.900002,57.900002,55.875931,111407059
2017-09-30,58.000000,63.900002,57.900002,63.150002,60.942398,104866188
2017-10-31,63.700001,64.849998,56.400002,60.000000,57.902515,178269259
2017-11-30,57.000000,63.150002,53.200001,62.349998,60.170364,105393569
2017-12-31,62.349998,63.400002,56.060001,56.200001,54.235359,113783982
2018-01-31,56.380001,59.419998,53.360001,53.639999,51.764851,109569665
2018-02-28,53.000000,53.099998,44.939999,45.950001,44.343678,138264108
2018-03-31,45.950001,56.400002,45.250000,50.060001,48.310001,185438966
2018-04-30,50.060001,52.180000,47.299999,51.340000,49.545254,119100122
2018-05-31,51.279999,54.880001,48.400002,48.790001,48.790001,109098146
2018-06-30,48.500000,48.669998,45.049999,46.500000,46.500000,96739264
2018-07-31,46.419998,48.770000,44.209999,46.310001,46.310001,113089969
2018-08-31,46.250000,50.119999,44.750000,48.860001,48.860001,151900091
2018-09-30,49.040001,49.610001,39.520000,43.759998,43.759998,224087855
2018-10-31,43.630001,46.389999,40.220001,40.500000,40.500000,117029408
2018-11-30,42.000000,42.959999,38.340000,39.209999,39.209999,94544735
2018-12-31,39.209999,42.049999,37.419998,38.919998,38.919998,126596511
2019-01-31,39.389999,39.419998,38.220001,38.380001,38.380001,19218353
